ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
123019038,"04/12/2023, 1:35:00 AM","05/02/2023, 11:10:33 PM",MECHANICSVILLE,MD,20659,26900 Block DOGWOOD LN,ASSAULT - SIMPLE,Assault,Offense Date: 4/11/20023<br>ASSAULT/OFFICER
123018981,"04/11/2023, 8:00:00 PM","05/02/2023, 11:10:32 PM",MECHANICSVILLE,MD,20659,29600 Block POINT LOOKOUT RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/11/20023<br>ASSAULT
123018930,"04/11/2023, 2:45:00 PM","05/02/2023, 11:10:32 PM",MECHANICSVILLE,MD,20659,29600 Block POINT LOOKOUT RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/11/20023<br>ASSAULT
123018747,"04/10/2023, 11:00:00 PM","05/02/2023, 11:10:32 PM",LEONARDTOWN,MD,20650,22300 Block POINT LOOKOUT RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/10/20023<br>ASSAULT
123019411,"04/11/2023, 2:50:00 AM","05/02/2023, 11:10:33 PM",LEXINGTON PARK,MD,20653,22700 Block MAPLE RD,LARCENY - OTHER,Theft,Offense Date: 4/10/20023<br>THEFT
123019391,"04/12/2023, 10:15:00 PM","05/02/2023, 11:10:33 PM",LEONARDTOWN,MD,20650,23900 Block POINT LOOKOUT RD,LARCENY - OTHER,Theft,Offense Date: 4/12/20023<br>THEFT
123017243,"04/01/2023, 3:00:00 PM","05/02/2023, 11:10:32 PM",LEXINGTON PARK,MD,20653,46800 Block HILTON DR,ASSAULT - SIMPLE,Assault,Offense Date: 4/1/20023<br>ASSAULT/DOMESTIC
123017974,"04/06/2023, 7:10:00 AM","05/02/2023, 10:47:38 PM",LEONARDTOWN,MD,20650,40600 Block EDDIE NELSON RD,LARCENY - OTHER,Theft,Offense Date: 4/6/20023<br>THEFT
123017526,"04/03/2023, 9:00:00 PM","05/02/2023, 10:47:37 PM",MECHANICSVILLE,MD,20659,28200 Block MECHANICSVILLE RD,LARCENY - OTHER,Theft,Offense Date: 4/3/20023<br>THEFT
123021263,"04/21/2023, 11:00:00 PM","05/02/2023, 6:53:30 AM",MECHANICSVILLE,MD,20659,29900 Block RICHARD CIR,ASSAULT - SIMPLE,Assault,Offense Date: 4/21/20023<br>ASSAULT/DOMESTIC
123019464,"04/14/2023, 1:30:00 AM","05/02/2023, 6:53:29 AM",CHAPTICO,MD,20621,36000 Block ROOSEVELT BLVD,ASSAULT - SIMPLE,Assault,Offense Date: 4/13/20023<br>ASSAULT/DOMESTIC
123019446,"04/13/2023, 11:30:00 PM","05/02/2023, 6:53:29 AM",MECHANICSVILLE,MD,20659,28200 Block MECHANICSVILLE RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/13/20023<br>ASSAULT/DOMESTIC
123019319,"04/13/2023, 1:28:00 PM","05/02/2023, 6:53:29 AM",LEONARDTOWN,MD,20650,22800 Block GODDARD CT,ASSAULT - SIMPLE,Assault,Offense Date: 4/13/20023<br>ASSAULT/DOMESTIC
123019079,"04/12/2023, 6:18:00 AM","05/02/2023, 6:53:29 AM",CLEMENTS,MD,20624,24600 Block HORSESHOE RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/11/20023<br>ASSAULT/DOMESTIC
123018773,"04/10/2023, 5:00:00 PM","05/02/2023, 6:53:29 AM",MECHANICSVILLE,MD,20659,39500 Block MASON DR,ASSAULT - SIMPLE,Assault,Offense Date: 4/10/20023<br>ASSAULT/DOMESTIC
123018605,"04/10/2023, 4:55:00 AM","05/02/2023, 6:53:29 AM",MECHANICSVILLE,MD,20622,37500 Block NEW MARKET RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/9/20023<br>ASSAULT/DOMESTIC
123018434,"04/01/2023, 4:00:00 PM","05/02/2023, 6:53:29 AM",LEONARDTOWN,MD,20650,22300 Block COLTON ST,ASSAULT - SIMPLE,Assault,Offense Date: 4/1/20023<br>ASSAULT/DOMESTIC
123017860,"04/06/2023, 3:30:00 AM","05/02/2023, 6:53:29 AM",LEONARDTOWN,MD,20650,41600 Block SHADRICK ST,ASSAULT - SIMPLE,Assault,Offense Date: 4/5/20023<br>ASSAULT/DOMESTIC
123017506,"04/04/2023, 5:40:00 AM","05/02/2023, 6:53:29 AM",MECHANICSVILLE,MD,20659,26500 Block LAWRENCE ADAMS DR,ASSAULT - SIMPLE,Assault,Offense Date: 4/3/20023<br>ASSAULT/DOMESTIC
123017064,"04/01/2023, 7:01:00 AM","05/02/2023, 6:53:28 AM",LEONARDTOWN,MD,20650,25400 Block POINT LOOKOUT RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/1/20023<br>ASSAULT/DOMESTIC
123019648,"04/14/2023, 6:59:00 PM","05/02/2023, 6:53:29 AM",LEONARDTOWN,MD,20650,41600 Block COURTHOUSE DR,ASSAULT - OTHER AGGRAVATED,Assault,Offense Date: 4/14/20023<br>ASSAULT/DOMESTIC
123017499,"04/04/2023, 4:50:00 AM","05/02/2023, 6:53:28 AM",MECHANICSVILLE,MD,20659,38000 Block E EDINVIEW CT,ASSAULT - SIMPLE,Assault,Offense Date: 4/3/20023<br>ASSAULT/DOMESTIC
123017473,"04/03/2023, 1:35:00 AM","05/02/2023, 6:53:28 AM",AVENUE,MD,20609,23000 Block OAKLEY RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/2/20023<br>ASSAULT/DOMESTIC
123017337,"04/03/2023, 6:00:00 AM","05/02/2023, 6:53:28 AM",MECHANICSVILLE,MD,20659,27100 Block YOWAISKI MILL RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/2/20023<br>ASSAULT/DOMESTIC
123017293,"04/03/2023, 12:00:00 AM","05/02/2023, 6:53:28 AM",LEONARDTOWN,MD,20650,40900 Block MERCHANTS LN,ASSAULT - SIMPLE,Assault,Offense Date: 4/2/20023<br>ASSAULT/DOMESTIC
123017278,"04/02/2023, 10:50:00 PM","05/02/2023, 6:53:28 AM",MECHANICSVILLE,MD,20659,29800 Block CHERYL CT,ASSAULT - SIMPLE,Assault,Offense Date: 4/2/20023<br>ASSAULT/DOMESTIC
123017117,"04/02/2023, 1:13:00 AM","05/02/2023, 6:53:28 AM",CALIFORNIA,MD,20634,45700 Block CHURCH DR,ASSAULT - OTHER DANGEROUS WEAPON,Assault,Offense Date: 4/1/20023<br>ASSAULT/DOMESTIC
123018795,"04/06/2023, 11:00:00 PM","05/01/2023, 2:59:02 PM",LEXINGTON PARK,MD,20653,46800 Block MORNINGSIDE LN,ASSAULT - SIMPLE,Assault,Offense Date: 4/6/20023<br>SEX OFFENSES
123017873,"04/06/2023, 4:00:00 AM","05/01/2023, 2:59:02 PM",HOLLYWOOD,MD,20636,43400 Block LEENER LN,LARCENY - OTHER,Theft,Offense Date: 4/5/20023<br>THEFT
123017491,"04/04/2023, 4:25:00 AM","05/01/2023, 2:59:02 PM",MECHANICSVILLE,MD,20659,38700 Block GOLDEN BEACH RD,ASSAULT - SIMPLE,Assault,Offense Date: 4/3/20023<br>ASSAULT/DOMESTIC
123017425,"04/03/2023, 3:30:00 PM","04/14/2023, 7:26:57 AM",CHARLOTTE HALL,MD,20622,30000 Block THREE NOTCH RD,LARCENY - OTHER,Theft,Offense Date: 4/3/20023<br>EMBEZZLEMENT
123017146,"04/02/2023, 12:00:00 AM","04/11/2023, 6:09:00 AM",MECHANICSVILLE,MD,20659,27400 Block NORTH SANDGATES RD,Other,Other,Offense Date: 4/1/20023<br>ASSAULT/DOMESTIC
119039422,"05/11/2023, 5:00:00 AM","08/02/2019, 5:21:51 AM",LEXINGTON PARK,MD,20653,46500 Block YORKTOWN RD,LARCENY - MOTOR VEHICLE PARTS,Theft,Offense Date: 5/10/20023<br>THEFT
